,artist_name,track_name,release_date,genre,lyrics
27404,yungblud,loner,2019,rock,friends desert want loner head sleep dead baby hype delude nanana quiet life force smile tire eye taste riot life cause martyr grow tomatoes young teeth doves self belief shoe look squeaky clean want leader stop cheater bounce people know bounce friends desert want loner nanana head sleep dead baby hype delude nanana lock riot lyric commercial
27403,spoon,no bullets spent,2019,rock,master return kind count step know door picture furthest escape mess go close eye master return kind count step know door picture lyric commercial
27402,barns courtney,hollow,2019,rock,usually wouldn mean shit alright eye like lasers mist burn souls alive shut untouched brighter light denser sight burn like kinder flay plug razor blades throw away hollow spark dark tear boys hollow heart hollow follow cause pride hard swallow time like hollow hollow hollow follow cause pride hard swallow time like hollow hollow hollow dirt optics word bakelite crawl hear underground alive mind get kinda dumb hollow side bring shoot squad leave heart burn like kinder flay plug razor blades throw away hollow spark dark tear boys hollow heart hollow follow cause pride hard swallow time like hollow hollow hollow follow cause pride hard swallow time like hollow hollow hollow mountain run hollow ones forever underground overproud forever hollow hollow follow cause pride hard swallow time like hollow hollow hollow follow cause pride hard swallow time like hollow hollow hollow
27401,the national,light years,2019,rock,wait outside lay soak feet start know go lose hard reach lightyears lightyears away lightyears lightyears away think mother weekend anybody dark light shadow right know lose hard reach lightyears lightyears away lightyears lightyears away lightyears lightyears away lightyears lightyears away
27400,big daddy weave,alive,2019,rock,dead transgressions wander go search redemption road walk live flesh lose desire drown flood come save alive strong mighty reach rise alive lyric commercial
27399,slenderbodies,belong,2019,rock,damn live life mean swear know greet hard breathe ceiling dream palaces countrysides want want want want morning light laugh break away city light hide dark cause belong belong yeah belong belong belong belong belong belong belong yeah yeah lyric commercial
27421,killswitch engage,know your enemy,2019,rock,resist lose uncertainty divide strife comprehension conflict live enslave technological haze crosshairs weapon dissuade brain target sight mental imprisonment inside inside selfdestruction command resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy yeah lock load wait explode explode pawn illusion subjugate control resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy run deeper think pull string know know enemy forcefed illusions world confusion know know enemy target sight resist resist fight subjugate mind free forcefed reality resist fight mind attack destroy authority know enemy protest demonstrate retaliate know enemy inside resist fight know enemy
27423,lenny kravitz,everything,2019,rock,origin essence lifeline eternal destination sweetness soul valley dark cold bless child need need tire naked think grab hold situation
27447,vampire weekend,big blue,2019,rock,blue life felt close overcome emotion hurt need affection tire couldn home offer protection learn lesson blue life felt close overcome emotion lyric commercial
27436,noah kahan,cynic,2019,rock,change space rest face place head glamor board plane sleep cry rain depress think hard scar lose hollywood sign catch anymore oohooh leave time feel get live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind sense blame come failure success famous break press want effort hollywood sign catch anymore oohooh leave time feel get live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind miss days better miss taste grow pain know pass miss thoughts fear lose know light oohooh leave life turn strengths weaknesses live open mind oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cynic oohoohoohooh open mind oohoohoohooh oohoohoohooh miss darling oohoohoohooh oohoohoohooh live oohoohoohooh oohoohoohooh cause cynic darling oohoohoohooh open mind
27446,the score,dreamin (with blackbear),2019,rock,takin takin overver lose track time felt pain time reach felt rush blood vein wheel turn inside brain takin fight low creep mind remember life ride minute high like wave crash night takin know go long farewell darkest days listen away fear take take take lock away demons demons chain dream away tear take take take lock away demons demons chain dream lyric commercial
27445,the lumineers,gloria,2019,rock,smell breath booze peppermint say floor hand tie finally know younger world feelin heaven help heaven feet awake pray awake ohohohoh ohohohohoh ohohohoh crawl cross watch say heaven help heaven feet awake pray awake night away feet awake pray awake ohohohoh ohohohohoh ohohohoh decide easier ways
27444,yungblud,hope for the underrated youth,2019,rock,leave today throw away magazine hair change second juvenile stay heart better sorry better late heart better hide feel know dream cause underrate youth tell truth cause pull pull pull yeah underrate youth episode like fiction mix true lyric commercial
